scheduled_departure,departure_status,departure_delay_time,wind_direction,wind_speed,wind_gust,visibility,current_wx1,current_wx2,current_wx3,low_cloud_type,low_cloud_level,medium_cloud_type,medium_cloud_level,high_cloud_type,high_cloud_level,highest_cloud_type,highest_cloud_level,air_temperature,dew_point_temperature,altimeter,ts
2023-09-02 02:00:00,in_time,0.0,90.0,3.0,,10000.0,,,,,,,,,,,,17.0,15.0,30.09,0
2023-09-02 00:00:00,in_time,0.0,140.0,2.0,,8000.0,,,,NSC,,,,,,,,17.0,16.0,30.09,0
2023-09-02 01:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,17.0,16.0,30.09,0
2023-09-02 01:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,17.0,16.0,30.09,0
2023-09-03 02:00:00,in_time,0.0,150.0,6.0,,4500.0,TSRA,,,SCT,900.0,FEW,5000.0,BKN,8000.0,,,19.0,19.0,30.09,1
2023-09-03 00:00:00,in_time,0.0,270.0,5.0,,5000.0,TSRA,,,BKN,900.0,FEW,4000.0,,,,,19.0,19.0,30.12,1
2023-09-03 01:00:00,in_time,0.0,150.0,1.0,,8000.0,-TSRA,,,SCT,700.0,FEW,5000.0,BKN,10000.0,,,19.0,19.0,30.09,1
2023-09-03 01:00:00,in_time,0.0,150.0,1.0,,8000.0,-TSRA,,,SCT,700.0,FEW,5000.0,BKN,10000.0,,,19.0,19.0,30.09,1
2023-09-04 02:00:00,in_time,0.0,290.0,2.0,,10000.0,,,,,,,,,,,,24.0,19.0,30.09,0
2023-09-04 00:00:00,in_time,0.0,10.0,6.0,,10000.0,,,,,,,,,,,,26.0,19.0,30.06,0
2023-09-04 01:00:00,in_time,0.0,280.0,3.0,,10000.0,,,,,,,,,,,,25.0,19.0,30.09,0
2023-09-04 01:00:00,in_time,0.0,280.0,3.0,,10000.0,,,,,,,,,,,,25.0,19.0,30.09,0
2023-09-05 02:00:00,in_time,0.0,310.0,3.0,,10000.0,,,,,,,,,,,,27.0,18.0,30.03,0
2023-09-05 00:00:00,in_time,0.0,350.0,5.0,,10000.0,,,,,,,,,,,,28.0,18.0,30.03,0
2023-09-05 01:00:00,in_time,0.0,330.0,4.0,,10000.0,,,,,,,,,,,,28.0,18.0,30.03,0
2023-09-05 01:00:00,in_time,0.0,330.0,4.0,,10000.0,,,,,,,,,,,,28.0,18.0,30.03,0
2023-09-06 02:00:00,in_time,0.0,170.0,3.0,,8000.0,,,,BKN,900.0,OVC,1500.0,,,,,16.0,16.0,30.33,0
2023-09-06 00:00:00,in_time,0.0,120.0,3.0,,9999.0,,,,OVC,1100.0,,,,,,,17.0,15.0,30.3,0
2023-09-06 01:00:00,in_time,0.0,150.0,5.0,,6000.0,-DZ,,,BKN,700.0,OVC,1100.0,,,,,16.0,16.0,30.33,0
2023-09-06 01:00:00,in_time,0.0,150.0,5.0,,6000.0,-DZ,,,BKN,700.0,OVC,1100.0,,,,,16.0,16.0,30.33,0
2023-09-07 02:00:00,in_time,0.0,120.0,8.0,,9999.0,,,,FEW,1400.0,BKN,1900.0,BKN,3800.0,,,16.0,14.0,30.33,0
2023-09-07 00:00:00,delayed,800.0,120.0,8.0,,9999.0,,,,BKN,1300.0,OVC,4000.0,,,,,16.0,14.0,30.33,0
2023-09-07 00:00:00,in_time,0.0,120.0,8.0,,9999.0,,,,BKN,1300.0,OVC,4000.0,,,,,16.0,14.0,30.33,0
2023-09-07 01:00:00,in_time,0.0,120.0,8.0,,9999.0,,,,FEW,1400.0,BKN,1900.0,,,,,16.0,14.0,30.33,0
2023-09-08 02:00:00,in_time,0.0,70.0,8.0,,10000.0,,,,,,,,,,,,16.0,16.0,30.18,0
2023-09-08 00:00:00,in_time,0.0,130.0,2.0,,8000.0,,,,NSC,,,,,,,,16.0,15.0,30.21,0
2023-09-08 00:00:00,in_time,0.0,130.0,2.0,,8000.0,,,,NSC,,,,,,,,16.0,15.0,30.21,0
2023-09-08 01:00:00,in_time,0.0,70.0,6.0,,10000.0,,,,,,,,,,,,17.0,16.0,30.18,0
2023-09-09 02:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,19.0,17.0,30.09,0
2023-09-09 00:00:00,in_time,0.0,180.0,3.0,,10000.0,,,,,,,,,,,,20.0,15.0,30.09,0
2023-09-09 00:00:00,in_time,0.0,180.0,3.0,,10000.0,,,,,,,,,,,,20.0,15.0,30.09,0
2023-09-09 01:00:00,in_time,0.0,160.0,1.0,,10000.0,,,,,,,,,,,,20.0,16.0,30.09,0
2023-09-10 02:00:00,in_time,0.0,140.0,2.0,,10000.0,,,,,,,,,,,,19.0,15.0,30.15,0
2023-09-10 00:00:00,in_time,0.0,180.0,4.0,,10000.0,,,,,,,,,,,,20.0,15.0,30.15,0
2023-09-10 00:00:00,in_time,0.0,180.0,4.0,,10000.0,,,,,,,,,,,,20.0,15.0,30.15,0
2023-09-10 01:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,20.0,15.0,30.18,0
2023-09-11 02:00:00,in_time,0.0,140.0,4.0,,9999.0,,,,OVC,900.0,,,,,,,19.0,17.0,30.21,0
2023-09-11 00:00:00,in_time,0.0,130.0,5.0,,9999.0,,,,OVC,1000.0,,,,,,,19.0,17.0,30.21,0
2023-09-11 00:00:00,in_time,0.0,130.0,5.0,,9999.0,,,,OVC,1000.0,,,,,,,19.0,17.0,30.21,0
2023-09-11 01:00:00,in_time,0.0,140.0,5.0,,9999.0,,,,OVC,900.0,,,,,,,19.0,17.0,30.21,0
2023-09-12 02:00:00,in_time,0.0,90.0,2.0,,10000.0,,,,,,,,,,,,19.0,14.0,30.06,0
2023-09-12 00:00:00,in_time,0.0,70.0,2.0,,10000.0,,,,,,,,,,,,20.0,14.0,30.06,0
2023-09-12 00:00:00,in_time,0.0,70.0,2.0,,10000.0,,,,,,,,,,,,20.0,14.0,30.06,0
2023-09-12 01:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,19.0,14.0,30.06,0
2023-09-13 02:00:00,delayed,54.0,90.0,2.0,,10000.0,,,,,,,,,,,,19.0,14.0,30.06,0
2023-09-13 00:00:00,in_time,0.0,130.0,3.0,,8000.0,,,,NSC,,,,,,,,21.0,13.0,30.06,0
2023-09-13 00:00:00,delayed,30.0,130.0,3.0,,8000.0,,,,NSC,,,,,,,,21.0,13.0,30.06,0
2023-09-13 01:00:00,in_time,0.0,200.0,1.0,,10000.0,,,,,,,,,,,,19.0,14.0,30.06,0
2023-09-14 02:00:00,in_time,0.0,,2.0,,10000.0,,,,,,,,,,,,26.0,13.0,29.91,0
2023-09-14 00:00:00,in_time,0.0,340.0,5.0,,10000.0,,,,,,,,,,,,28.0,12.0,29.88,0
2023-09-14 00:00:00,in_time,0.0,340.0,5.0,,10000.0,,,,,,,,,,,,28.0,12.0,29.88,0
2023-09-14 01:00:00,in_time,0.0,10.0,7.0,,10000.0,,,,,,,,,,,,28.0,11.0,29.91,0
2023-09-15 02:00:00,in_time,0.0,120.0,2.0,,9000.0,,,,OVC,800.0,,,,,,,14.0,14.0,30.18,0
2023-09-15 00:00:00,in_time,0.0,100.0,3.0,,9000.0,,,,OVC,900.0,,,,,,,14.0,13.0,30.15,0
2023-09-15 00:00:00,in_time,0.0,100.0,3.0,,9000.0,,,,OVC,900.0,,,,,,,14.0,13.0,30.15,0
2023-09-15 01:00:00,in_time,0.0,150.0,2.0,,9000.0,-DZ,,,OVC,900.0,,,,,,,14.0,14.0,30.15,0
2023-09-16 02:00:00,delayed,18.0,150.0,4.0,,9999.0,,,,OVC,1100.0,,,,,,,15.0,13.0,30.18,0
2023-09-16 00:00:00,in_time,0.0,70.0,11.0,,9999.0,,,,OVC,1100.0,,,,,,,15.0,12.0,30.15,0
2023-09-16 00:00:00,in_time,0.0,70.0,11.0,,9999.0,,,,OVC,1100.0,,,,,,,15.0,12.0,30.15,0
2023-09-16 01:00:00,in_time,0.0,80.0,8.0,,9999.0,,,,OVC,1100.0,,,,,,,15.0,13.0,30.15,0
2023-09-17 02:00:00,delayed,145.0,90.0,2.0,,9000.0,,,,NSC,,,,,,,,18.0,17.0,30.06,0
2023-09-17 00:00:00,in_time,0.0,130.0,3.0,,10000.0,,,,,,,,,,,,21.0,17.0,30.06,0
2023-09-17 00:00:00,in_time,0.0,130.0,3.0,,10000.0,,,,,,,,,,,,21.0,17.0,30.06,0
2023-09-17 01:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,19.0,17.0,30.06,0
2023-09-18 02:00:00,in_time,0.0,80.0,6.0,,10000.0,,,,,,,,,,,,20.0,14.0,30.12,0
2023-09-18 00:00:00,in_time,0.0,60.0,2.0,,10000.0,,,,,,,,,,,,21.0,15.0,30.09,0
2023-09-18 00:00:00,in_time,0.0,60.0,2.0,,10000.0,,,,,,,,,,,,21.0,15.0,30.09,0
2023-09-18 01:00:00,in_time,0.0,60.0,2.0,,10000.0,,,,,,,,,,,,20.0,15.0,30.09,0
2023-09-19 02:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,21.0,16.0,30.12,0
2023-09-19 00:00:00,in_time,0.0,190.0,2.0,,10000.0,,,,,,,,,,,,22.0,17.0,30.12,0
2023-09-19 00:00:00,in_time,0.0,190.0,2.0,,10000.0,,,,,,,,,,,,22.0,17.0,30.12,0
2023-09-19 01:00:00,in_time,0.0,130.0,2.0,,10000.0,,,,,,,,,,,,23.0,15.0,30.12,0
2023-09-20 02:00:00,in_time,0.0,0.0,0.0,,8000.0,,,,NSC,,,,,,,,20.0,17.0,30.15,0
2023-09-20 00:00:00,delayed,54.0,150.0,2.0,,10000.0,,,,,,,,,,,,22.0,13.0,30.09,0
2023-09-20 00:00:00,in_time,0.0,150.0,2.0,,10000.0,,,,,,,,,,,,22.0,13.0,30.09,0
2023-09-20 01:00:00,delayed,56.0,150.0,2.0,,10000.0,,,,,,,,,,,,22.0,14.0,30.09,0
2023-09-21 02:00:00,in_time,0.0,120.0,3.0,,10000.0,,,,,,,,,,,,19.0,16.0,30.12,0
2023-09-21 00:00:00,in_time,0.0,110.0,5.0,,10000.0,,,,,,,,,,,,21.0,17.0,30.09,0
2023-09-21 00:00:00,in_time,0.0,110.0,5.0,,10000.0,,,,,,,,,,,,21.0,17.0,30.09,0
2023-09-21 01:00:00,in_time,0.0,110.0,5.0,,10000.0,,,,,,,,,,,,20.0,16.0,30.12,0
2023-09-22 02:00:00,in_time,0.0,140.0,1.0,,4000.0,BR,,,FEW,4000.0,,,,,,,18.0,18.0,30.03,0
2023-09-22 00:00:00,in_time,0.0,0.0,0.0,,4000.0,BR,,,NSC,,,,,,,,20.0,19.0,30.06,0
2023-09-22 00:00:00,in_time,0.0,0.0,0.0,,4000.0,BR,,,NSC,,,,,,,,20.0,19.0,30.06,0
2023-09-22 01:00:00,in_time,0.0,0.0,0.0,,4000.0,BR,,,NSC,,,,,,,,19.0,18.0,30.06,0
2023-09-23 02:00:00,delayed,694.0,0.0,0.0,,10000.0,,,,,,,,,,,,20.0,17.0,30.06,0
2023-09-23 00:00:00,in_time,0.0,190.0,6.0,,8000.0,,,,NSC,,,,,,,,22.0,18.0,30.06,0
2023-09-23 00:00:00,in_time,0.0,190.0,6.0,,8000.0,,,,NSC,,,,,,,,22.0,18.0,30.06,0
2023-09-23 01:00:00,in_time,0.0,180.0,1.0,,10000.0,,,,,,,,,,,,21.0,18.0,30.06,0
2023-09-24 02:00:00,in_time,0.0,90.0,3.0,,10000.0,,,,,,,,,,,,21.0,14.0,30.0,0
2023-09-24 00:00:00,in_time,0.0,170.0,2.0,,10000.0,,,,,,,,,,,,22.0,13.0,30.0,0
2023-09-24 00:00:00,in_time,0.0,170.0,2.0,,10000.0,,,,,,,,,,,,22.0,13.0,30.0,0
2023-09-24 01:00:00,in_time,0.0,110.0,2.0,,10000.0,,,,,,,,,,,,20.0,12.0,30.0,0
2023-09-25 02:00:00,in_time,0.0,160.0,6.0,,10000.0,,,,,,,,,,,,22.0,19.0,30.0,0
2023-09-25 00:00:00,in_time,0.0,80.0,3.0,,10000.0,,,,,,,,,,,,28.0,17.0,29.94,0
2023-09-25 00:00:00,in_time,0.0,80.0,3.0,,10000.0,,,,,,,,,,,,28.0,17.0,29.94,0
2023-09-25 01:00:00,in_time,0.0,160.0,8.0,,8000.0,,,,NSC,,,,,,,,25.0,20.0,29.97,0
2023-09-26 02:00:00,in_time,0.0,120.0,6.0,,9999.0,,,,OVC,1300.0,,,,,,,21.0,18.0,30.03,0
2023-09-26 00:00:00,in_time,0.0,140.0,5.0,,9999.0,,,,OVC,1400.0,,,,,,,21.0,18.0,30.0,0
2023-09-26 00:00:00,in_time,0.0,140.0,5.0,,9999.0,,,,OVC,1400.0,,,,,,,21.0,18.0,30.0,0
2023-09-26 01:00:00,in_time,0.0,110.0,7.0,,9999.0,,,,OVC,1300.0,,,,,,,21.0,18.0,30.0,0
2023-09-27 02:00:00,in_time,0.0,80.0,7.0,,10000.0,,,,,,,,,,,,26.0,20.0,29.83,0
2023-09-27 00:00:00,in_time,0.0,60.0,2.0,,10000.0,,,,,,,,,,,,26.0,22.0,29.85,0
2023-09-27 00:00:00,in_time,0.0,60.0,2.0,,10000.0,,,,,,,,,,,,26.0,22.0,29.85,0
2023-09-27 01:00:00,in_time,0.0,80.0,1.0,,10000.0,,,,,,,,,,,,27.0,21.0,29.85,0
2023-09-28 02:00:00,in_time,0.0,170.0,5.0,,9999.0,-TSRA,,,BKN,900.0,FEW,5000.0,BKN,8000.0,,,19.0,18.0,30.0,1
2023-09-28 00:00:00,in_time,0.0,100.0,5.0,,7000.0,-TSRA,,,BKN,900.0,FEW,3000.0,,,,,20.0,20.0,29.94,1
2023-09-28 01:00:00,delayed,26.0,140.0,3.0,,9999.0,,,,BKN,900.0,BKN,8000.0,,,,,20.0,19.0,29.97,0
2023-09-29 02:00:00,in_time,0.0,120.0,7.0,,9999.0,,,,BKN,1300.0,OVC,1700.0,,,,,15.0,13.0,30.18,0
2023-09-29 00:00:00,in_time,0.0,110.0,7.0,,9999.0,,,,BKN,1100.0,OVC,1300.0,,,,,15.0,14.0,30.18,0
2023-09-29 00:00:00,in_time,0.0,110.0,7.0,,9999.0,,,,BKN,1100.0,OVC,1300.0,,,,,15.0,14.0,30.18,0
2023-09-29 01:00:00,in_time,0.0,100.0,7.0,,9999.0,,,,BKN,900.0,OVC,1300.0,,,,,15.0,14.0,30.18,0
2023-09-30 02:00:00,in_time,0.0,80.0,6.0,,9999.0,,,,OVC,1100.0,,,,,,,18.0,16.0,30.15,0
2023-09-30 00:00:00,in_time,0.0,110.0,4.0,,9999.0,,,,OVC,900.0,,,,,,,17.0,16.0,30.15,0
2023-09-30 00:00:00,in_time,0.0,110.0,4.0,,9999.0,,,,OVC,900.0,,,,,,,17.0,16.0,30.15,0
2023-09-30 01:00:00,in_time,0.0,110.0,5.0,,9999.0,,,,OVC,1100.0,,,,,,,18.0,16.0,30.15,0
2023-10-01 02:00:00,in_time,0.0,,,,,,,,,,,,,,,,,,,0
2023-10-01 00:00:00,in_time,0.0,,,,,,,,,,,,,,,,,,,0
2023-10-01 00:00:00,in_time,0.0,,,,,,,,,,,,,,,,,,,0
2023-10-01 01:00:00,in_time,0.0,,,,,,,,,,,,,,,,,,,0
2023-09-01 23:00:00,in_time,0.0,120.0,2.0,,10000.0,,,,,,,,,,,,18.0,16.0,30.09,0
2023-09-02 14:00:00,in_time,0.0,80.0,11.0,,10000.0,,,,,,,,,,,,24.0,18.0,30.06,0
2023-09-02 23:00:00,in_time,0.0,220.0,7.0,,9000.0,-TSRA,,,BKN,900.0,FEW,4000.0,,,,,19.0,18.0,30.06,1
2023-09-02 23:00:00,delayed,61.0,220.0,7.0,,9000.0,-TSRA,,,BKN,900.0,FEW,4000.0,,,,,19.0,18.0,30.06,1
2023-09-03 23:00:00,in_time,0.0,50.0,4.0,,10000.0,,,,,,,,,,,,25.0,20.0,30.03,0
2023-09-04 14:00:00,delayed,20.0,340.0,13.0,,10000.0,,,,,,,,,,,,30.0,17.0,30.03,0
2023-09-04 23:00:00,in_time,0.0,10.0,8.0,,10000.0,,,,,,,,,,,,29.0,18.0,30.0,0
2023-09-05 14:00:00,in_time,0.0,210.0,3.0,,9999.0,,,,FEW,3000.0,BKN,5000.0,BKN,10000.0,,,25.0,19.0,30.18,0
2023-09-05 23:00:00,in_time,0.0,140.0,5.0,,9999.0,,,,OVC,1300.0,,,,,,,17.0,15.0,30.3,0
2023-09-06 14:00:00,delayed,20.0,130.0,8.0,,9999.0,,,,OVC,1700.0,,,,,,,18.0,15.0,30.36,0
2023-09-06 23:00:00,in_time,0.0,120.0,7.0,,9999.0,,,,OVC,1100.0,,,,,,,17.0,14.0,30.33,0
2023-09-06 23:00:00,delayed,21.0,120.0,7.0,,9999.0,,,,OVC,1100.0,,,,,,,17.0,14.0,30.33,0
2023-09-07 23:00:00,in_time,0.0,90.0,2.0,,10000.0,,,,,,,,,,,,18.0,16.0,30.18,0
2023-09-08 23:00:00,in_time,0.0,60.0,6.0,,10000.0,,,,,,,,,,,,23.0,15.0,30.06,0
2023-09-09 14:00:00,in_time,0.0,310.0,14.0,,10000.0,,,,,,,,,,,,26.0,13.0,30.12,0
2023-09-09 23:00:00,in_time,0.0,210.0,2.0,,10000.0,,,,,,,,,,,,20.0,16.0,30.12,0
2023-09-09 23:00:00,in_time,0.0,210.0,2.0,,10000.0,,,,,,,,,,,,20.0,16.0,30.12,0
2023-09-10 23:00:00,in_time,0.0,130.0,5.0,,9999.0,,,,OVC,1000.0,,,,,,,19.0,17.0,30.18,0
2023-09-11 14:00:00,in_time,0.0,40.0,5.0,,10000.0,,,,,,,,,,,,25.0,17.0,30.15,0
2023-09-11 23:00:00,delayed,38.0,150.0,3.0,,10000.0,,,,,,,,,,,,21.0,13.0,30.06,0
2023-09-12 23:00:00,in_time,0.0,80.0,2.0,,10000.0,,,,,,,,,,,,22.0,13.0,30.03,0
2023-09-13 14:00:00,delayed,33.0,330.0,11.0,,10000.0,,,,,,,,,,,,30.0,11.0,30.0,0
2023-09-13 23:00:00,in_time,0.0,350.0,6.0,,10000.0,,,,,,,,,,,,27.0,13.0,29.88,0
2023-09-14 14:00:00,in_time,0.0,270.0,13.0,,9999.0,-RA,,,SCT,3600.0,OVC,10000.0,,,,,22.0,15.0,30.03,0
2023-09-13 23:00:00,in_time,0.0,350.0,6.0,,10000.0,,,,,,,,,,,,27.0,13.0,29.88,0
2023-09-14 23:00:00,delayed,19.0,150.0,4.0,,6000.0,-RA,,,BKN,800.0,OVC,7000.0,,,,,14.0,13.0,30.12,0
2023-09-15 23:00:00,in_time,0.0,80.0,10.0,,9999.0,,,,OVC,1300.0,,,,,,,15.0,13.0,30.15,0
2023-09-16 14:00:00,in_time,0.0,180.0,3.0,,10000.0,,,,,,,,,,,,22.0,15.0,30.12,0
2023-09-16 23:00:00,in_time,0.0,180.0,2.0,,10000.0,,,,,,,,,,,,20.0,17.0,30.03,0
2023-09-16 23:00:00,in_time,0.0,180.0,2.0,,10000.0,,,,,,,,,,,,20.0,17.0,30.03,0
2023-09-17 23:00:00,in_time,0.0,70.0,2.0,,10000.0,,,,,,,,,,,,22.0,15.0,30.09,0
2023-09-18 14:00:00,delayed,29.0,40.0,7.0,,10000.0,,,,,,,,,,,,30.0,15.0,30.12,0
2023-09-18 23:00:00,in_time,0.0,0.0,0.0,,10000.0,,,,,,,,,,,,24.0,16.0,30.09,0
2023-09-19 23:00:00,in_time,0.0,220.0,2.0,,10000.0,,,,,,,,,,,,23.0,12.0,30.06,0
2023-09-20 14:00:00,in_time,0.0,90.0,5.0,,10000.0,,,,,,,,,,,,26.0,13.0,30.15,0
2023-09-20 23:00:00,in_time,0.0,130.0,4.0,,10000.0,,,,,,,,,,,,22.0,18.0,30.06,0
2023-09-20 23:00:00,in_time,0.0,130.0,4.0,,10000.0,,,,,,,,,,,,22.0,18.0,30.06,0
2023-09-21 23:00:00,in_time,0.0,180.0,2.0,,5000.0,BR,,,NSC,,,,,,,,21.0,19.0,30.03,0
2023-09-22 23:00:00,in_time,0.0,170.0,5.0,,10000.0,,,,,,,,,,,,24.0,16.0,30.03,0
2023-09-23 23:00:00,delayed,18.0,90.0,3.0,,10000.0,,,,,,,,,,,,24.0,17.0,29.97,0
2023-09-24 23:00:00,delayed,19.0,0.0,0.0,,10000.0,,,,,,,,,,,,27.0,17.0,29.94,0
2023-09-25 23:00:00,delayed,20.0,170.0,7.0,,9999.0,,,,OVC,1200.0,,,,,,,21.0,19.0,30.03,0
2023-09-26 23:00:00,in_time,0.0,70.0,4.0,,10000.0,,,,,,,,,,,,29.0,22.0,29.83,0
2023-09-27 14:00:00,delayed,45.0,330.0,12.0,,10000.0,,,,,,,,,,,,30.0,19.0,29.85,0
2023-09-27 23:00:00,delayed,29.0,90.0,10.0,,3000.0,+TSRA,BR,,SCT,1000.0,BKN,1700.0,FEW,3000.0,,,21.0,20.0,29.91,1
2023-09-27 23:00:00,delayed,33.0,90.0,10.0,,3000.0,+TSRA,BR,,SCT,1000.0,BKN,1700.0,FEW,3000.0,,,21.0,20.0,29.91,1
2023-09-28 23:00:00,in_time,0.0,120.0,8.0,,9999.0,,,,SCT,700.0,BKN,1000.0,OVC,1300.0,,,15.0,13.0,30.15,0
2023-09-29 23:00:00,in_time,0.0,130.0,7.0,,9999.0,,,,BKN,900.0,OVC,1700.0,,,,,17.0,16.0,30.15,0
2023-09-30 14:00:00,delayed,49.0,60.0,7.0,,9999.0,,,,BKN,1400.0,,,,,,,20.0,17.0,30.09,0
2023-09-30 23:00:00,delayed,40.0,130.0,4.0,,8000.0,,,,OVC,800.0,,,,,,,19.0,18.0,30.03,0
2023-09-01 16:00:00,in_time,0.0,90.0,7.0,,9999.0,,,,FEW,3000.0,,,,,,,25.0,15.0,30.12,0
2023-09-02 16:00:00,delayed,17.0,40.0,6.0,,10000.0,,,,,,,,,,,,29.0,17.0,30.03,0
2023-09-03 16:00:00,in_time,0.0,330.0,12.0,,10000.0,,,,,,,,,,,,30.0,18.0,30.03,0
2023-09-04 16:00:00,delayed,18.0,310.0,17.0,,9999.0,,,,SCT,4000.0,,,,,,,31.0,17.0,30.0,0
2023-09-05 16:00:00,in_time,0.0,170.0,5.0,,4000.0,BR,,,OVC,900.0,,,,,,,19.0,17.0,30.21,0
2023-09-06 16:00:00,in_time,0.0,130.0,9.0,,9999.0,,,,OVC,2300.0,,,,,,,21.0,15.0,30.3,0
2023-09-07 16:00:00,in_time,0.0,70.0,9.0,,10000.0,,,,,,,,,,,,23.0,15.0,30.21,0
2023-09-08 16:00:00,in_time,0.0,350.0,13.0,,10000.0,,,,,,,,,,,,30.0,11.0,30.06,0
2023-09-09 16:00:00,in_time,0.0,280.0,13.0,,9999.0,,,,FEW,4500.0,,,,,,,27.0,14.0,30.09,0
2023-09-10 16:00:00,in_time,0.0,100.0,5.0,,9999.0,,,,FEW,3300.0,,,,,,,24.0,16.0,30.18,0
2023-09-11 16:00:00,in_time,0.0,100.0,6.0,,10000.0,,,,,,,,,,,,28.0,14.0,30.09,0
2023-09-12 16:00:00,delayed,32.0,60.0,7.0,,10000.0,,,,,,,,,,,,29.0,8.0,30.06,0
2023-09-13 16:00:00,in_time,0.0,310.0,13.0,,10000.0,,,,,,,,,,,,33.0,11.0,29.91,0
2023-09-14 16:00:00,in_time,0.0,260.0,13.0,,9000.0,-RA,,,BKN,2300.0,OVC,10000.0,,,,,21.0,16.0,30.06,0
2023-09-15 16:00:00,delayed,16.0,60.0,10.0,,9999.0,,,,BKN,3000.0,,,,,,,21.0,13.0,30.12,0
2023-09-16 16:00:00,delayed,18.0,290.0,3.0,,9999.0,,,,SCT,4500.0,,,,,,,26.0,16.0,30.06,0
2023-09-17 16:00:00,delayed,16.0,300.0,9.0,,10000.0,,,,,,,,,,,,32.0,12.0,30.09,0
2023-09-18 16:00:00,delayed,29.0,350.0,8.0,,10000.0,,,,,,,,,,,,32.0,14.0,30.09,0
2023-09-19 16:00:00,delayed,19.0,60.0,7.0,,10000.0,,,,,,,,,,,,30.0,10.0,30.06,0
2023-09-20 16:00:00,in_time,0.0,120.0,5.0,,10000.0,,,,,,,,,,,,29.0,12.0,30.09,0
2023-09-21 16:00:00,in_time,0.0,30.0,5.0,,10000.0,,,,,,,,,,,,28.0,17.0,30.0,0
2023-09-22 16:00:00,delayed,24.0,280.0,7.0,,9999.0,,,,FEW,4500.0,,,,,,,33.0,15.0,29.97,0
2023-09-23 16:00:00,delayed,41.0,200.0,3.0,,10000.0,,,,,,,,,,,,32.0,15.0,29.97,0
2023-09-24 16:00:00,in_time,0.0,240.0,10.0,,10000.0,,,,,,,,,,,,35.0,14.0,29.91,0
2023-09-25 16:00:00,in_time,0.0,170.0,4.0,,10000.0,,,,,,,,,,,,32.0,20.0,29.91,0
2023-09-26 16:00:00,in_time,0.0,190.0,3.0,,10000.0,,,,,,,,,,,,33.0,20.0,29.83,0
2023-09-27 16:00:00,in_time,0.0,290.0,11.0,,10000.0,,,,,,,,,,,,33.0,19.0,29.83,0
2023-09-28 16:00:00,delayed,17.0,130.0,9.0,,9999.0,VCSH,,,BKN,2100.0,OVC,4000.0,,,,,17.0,12.0,30.15,0
2023-09-29 16:00:00,in_time,0.0,100.0,6.0,,9999.0,,,,BKN,2100.0,,,,,,,21.0,15.0,30.15,0
2023-09-30 16:00:00,in_time,0.0,90.0,6.0,,9999.0,,,,FEW,2000.0,,,,,,,25.0,17.0,30.03,0
2023-09-01 18:00:00,in_time,0.0,90.0,6.0,,10000.0,,,,,,,,,,,,27.0,15.0,30.06,0
2023-09-01 21:00:00,in_time,0.0,120.0,7.0,,10000.0,,,,,,,,,,,,23.0,16.0,30.06,0
2023-09-02 18:00:00,in_time,0.0,360.0,8.0,,9999.0,,,,SCT,4500.0,,,,,,,30.0,17.0,29.97,0
2023-09-02 21:00:00,in_time,0.0,70.0,7.0,,9999.0,VCTS,,,FEW,4000.0,BKN,7000.0,,,,,26.0,19.0,29.97,0
2023-09-03 18:00:00,in_time,0.0,330.0,10.0,,10000.0,,,,,,,,,,,,31.0,18.0,29.97,0
2023-09-03 21:00:00,in_time,0.0,310.0,4.0,,10000.0,,,,,,,,,,,,29.0,18.0,30.0,0
2023-09-04 18:00:00,in_time,0.0,320.0,12.0,,10000.0,,,,,,,,,,,,32.0,18.0,29.94,0
2023-09-04 21:00:00,delayed,48.0,340.0,7.0,,10000.0,,,,,,,,,,,,30.0,18.0,29.94,0
2023-09-05 18:00:00,in_time,0.0,170.0,5.0,,4000.0,BR,,,OVC,900.0,,,,,,,18.0,16.0,30.21,0
2023-09-05 21:00:00,in_time,0.0,150.0,6.0,,3500.0,-DZ,BR,,BKN,900.0,OVC,1300.0,,,,,17.0,15.0,30.27,0
2023-09-06 18:00:00,in_time,0.0,130.0,11.0,,9999.0,,,,BKN,1900.0,OVC,3500.0,,,,,19.0,14.0,30.27,0
2023-09-06 21:00:00,in_time,0.0,130.0,9.0,,9999.0,,,,BKN,1300.0,OVC,2600.0,,,,,17.0,14.0,30.3,0
2023-09-07 18:00:00,in_time,0.0,60.0,7.0,,10000.0,,,,,,,,,,,,26.0,15.0,30.15,0
2023-09-07 21:00:00,in_time,0.0,160.0,5.0,,10000.0,,,,,,,,,,,,20.0,16.0,30.15,0
2023-09-08 18:00:00,in_time,0.0,320.0,9.0,,10000.0,,,,,,,,,,,,30.0,11.0,30.03,0
2023-09-08 21:00:00,in_time,0.0,300.0,4.0,,10000.0,,,,,,,,,,,,26.0,11.0,30.03,0
2023-09-09 18:00:00,in_time,0.0,250.0,14.0,,9999.0,,,,FEW,4500.0,OVC,10000.0,,,,,24.0,15.0,30.09,0
